Age,Gender,EmploymentStatus,MonthlyIncome,Education,FlightsPerYear,TravelPurpose,AvgSpendPerFlight,Class,AirlinePrefReason,ValuedServices,PainPoints,BundledOfferInterest,PersonalizationImportance,CustomizableServices,BookingDevice,TechComfortLevel,AppUsage,DataSharingConsent,WillingToUsePersonalizationApp,WillingToPayExtra,PercentWillingToSpendMore,RecommendsInAppOffers,TrustsAirlinesWithData,WillRecommendToOthers
42,Male,Unemployed,500,Master’s,0-1,Leisure,280,Premium Economy,Loyalty Program,"WiFi, Food, Entertainment, Others",Baggage loss,No,3,"Others, Seats",Agent,1,Yes,Maybe,Maybe,Yes,20,Yes,No,Yes
38,Female,Self-employed,2094,Master’s,5-8,Other,473,Business,Brand,"Entertainment, Food, WiFi, Cleanliness",Lack of customization,Yes,2,Meals,Website,4,No,No,Yes,No,15,Yes,No,Yes
50,Other,Unemployed,3506,Master’s,0-1,Business,338,Premium Economy,Brand,Food,"Baggage loss, Delays",Yes,3,"Boarding experience, Seats",Agent,3,No,Yes,Yes,Yes,0,No,No,Yes
38,Female,Student,2368,Doctorate,0-1,Leisure,100,Economy,Pricing,Others,Baggage loss,Yes,4,"Others, Seats",Agent,5,No,Yes,Yes,Yes,15,Yes,Maybe,Yes
38,Prefer not to say,Employed,4801,High school,5-8,Business,338,Economy,Loyalty Program,Food,"Poor customer service, Limited amenities, Lack of customization",Yes,4,"Check-in process, Meals, Entertainment",App,2,No,No,Yes,Yes,5,Yes,Yes,Yes
18,Female,Self-employed,2472,Doctorate,9+,Other,162,Economy,Pricing,"Legroom, Food, Others",Limited amenities,Yes,5,Check-in process,Agent,3,No,Maybe,No,No,15,No,No,No
35,Female,Student,4244,Master’s,2-4,Business,100,Business,Pricing,"Customer Service, Entertainment, Others, Food",Delays,Yes,2,"Boarding experience, Seats",App,5,No,No,Maybe,Yes,10,Yes,Yes,No
20,Other,Retired,4715,High school,5-8,Leisure,476,Premium Economy,Loyalty Program,"Food, Legroom, WiFi",Delays,Yes,5,Seats,Agent,4,Yes,No,Maybe,Yes,10,Yes,No,Yes
47,Other,Student,3272,High school,2-4,Leisure,437,Economy,Others,"WiFi, Entertainment, Legroom","Delays, Expensive tickets, Lack of customization",No,2,Others,Website,4,No,Yes,No,No,5,Yes,Maybe,Yes
43,Prefer not to say,Self-employed,1715,Master’s,2-4,Leisure,626,Economy,Others,"Others, Customer Service, WiFi, Food","Expensive tickets, Lack of customization, Baggage loss",Yes,4,Entertainment,Agent,1,Yes,No,Maybe,Yes,15,Yes,Maybe,No
39,Prefer not to say,Student,4556,Master’s,2-4,Leisure,323,Economy,Brand,"Others, WiFi, Cleanliness",Poor customer service,No,4,Check-in process,Website,4,No,Maybe,Yes,Yes,15,No,Maybe,Yes
32,Female,Employed,1531,Doctorate,0-1,Business,335,Business,Pricing,"Entertainment, WiFi, Cleanliness","Baggage loss, Poor customer service",Yes,1,"Seats, Entertainment, Check-in process",Agent,1,No,Maybe,Yes,No,10,Yes,Yes,Yes
29,Male,Self-employed,4304,Bachelor’s,2-4,Other,603,Business,Brand,"Food, WiFi, Cleanliness","Lack of customization, Limited amenities",No,2,Entertainment,App,4,Yes,No,Maybe,No,10,Yes,Yes,Yes
27,Female,Employed,1133,Master’s,0-1,Other,425,Economy,Brand,"Legroom, Others, Entertainment, WiFi","Lack of customization, Poor customer service, Baggage loss",No,4,"Meals, Check-in process",App,3,No,No,Yes,No,5,Yes,Yes,Yes
43,Male,Student,3981,Master’s,9+,Leisure,391,Economy,Loyalty Program,"Customer Service, Cleanliness, Legroom, Food","Expensive tickets, Delays",No,1,"Boarding experience, Others, Meals",App,4,Yes,Yes,Maybe,Yes,10,Yes,Yes,No
59,Male,Unemployed,3193,Bachelor’s,2-4,Family,667,Business,Pricing,Legroom,"Poor customer service, Lack of customization, Expensive tickets",No,5,"Seats, Boarding experience",Agent,5,No,Yes,Yes,Yes,20,Yes,Maybe,Yes
40,Male,Student,1814,Other,0-1,Family,470,Business,Loyalty Program,"Legroom, Cleanliness, Others","Lack of customization, Poor customer service, Delays",Yes,3,"Meals, Boarding experience",Agent,4,Yes,No,Maybe,No,10,Yes,Yes,No
50,Other,Self-employed,2233,High school,5-8,Family,386,Business,Brand,"Others, Cleanliness, WiFi, Food",Expensive tickets,No,3,"Others, Check-in process",Agent,1,Yes,No,Yes,No,0,No,Maybe,Yes
42,Other,Student,3083,Other,2-4,Business,564,Business,Others,"Food, Customer Service, Cleanliness, WiFi",Baggage loss,Yes,1,Seats,Website,1,No,Maybe,Yes,Yes,5,No,No,Yes
33,Prefer not to say,Student,2359,High school,2-4,Family,527,First Class,Others,"Food, Legroom, Customer Service, Entertainment","Baggage loss, Expensive tickets",Yes,3,Check-in process,App,2,Yes,Yes,No,Yes,20,No,Maybe,No
18,Male,Student,1065,Doctorate,2-4,Leisure,205,Economy,Service,"Customer Service, Entertainment, Cleanliness","Poor customer service, Expensive tickets",No,3,Check-in process,Website,5,No,Maybe,Yes,No,5,No,No,Yes
32,Male,Unemployed,745,High school,5-8,Family,399,Business,Brand,"Cleanliness, Others, Entertainment",Baggage loss,Yes,1,"Check-in process, Entertainment, Meals",Agent,1,No,No,Yes,No,5,No,No,Yes
21,Male,Retired,2653,Other,2-4,Family,504,Premium Economy,Others,"Cleanliness, Entertainment, Customer Service, Others",Limited amenities,Yes,3,Check-in process,App,3,Yes,Maybe,Maybe,Yes,10,Yes,No,Yes
32,Other,Unemployed,1340,Master’s,5-8,Family,400,Business,Loyalty Program,Legroom,Limited amenities,Yes,4,Boarding experience,App,4,No,No,Yes,Yes,10,Yes,Yes,Yes
36,Other,Unemployed,3020,Other,9+,Leisure,396,Business,Service,Legroom,"Limited amenities, Baggage loss",No,1,Check-in process,Website,2,Yes,Maybe,No,No,15,Yes,Yes,No
29,Prefer not to say,Unemployed,2179,Doctorate,9+,Other,785,Economy,Pricing,"Cleanliness, Entertainment",Expensive tickets,Yes,1,"Seats, Meals, Boarding experience",Agent,3,No,Yes,Yes,No,0,Yes,Yes,Yes
23,Male,Self-employed,2617,Master’s,9+,Family,625,First Class,Service,"Legroom, Entertainment, Food",Poor customer service,Yes,2,Others,App,2,Yes,Maybe,Yes,Yes,5,No,Maybe,Yes
47,Male,Unemployed,500,Master’s,0-1,Business,443,Economy,Pricing,Cleanliness,Poor customer service,No,4,Boarding experience,Website,4,Yes,Yes,No,Yes,20,No,No,Yes
32,Other,Retired,888,Other,2-4,Other,283,Economy,Others,Entertainment,Delays,No,2,"Meals, Entertainment, Others",Website,4,No,Yes,Yes,No,5,Yes,Maybe,Yes
44,Prefer not to say,Self-employed,4907,Bachelor’s,0-1,Business,294,Economy,Pricing,"Food, WiFi, Customer Service, Cleanliness","Limited amenities, Delays, Expensive tickets",Yes,4,"Entertainment, Check-in process",App,1,Yes,Yes,Maybe,No,10,No,No,Yes
27,Male,Student,2213,High school,2-4,Leisure,473,Business,Brand,"Customer Service, Entertainment, WiFi, Cleanliness","Baggage loss, Delays",No,4,"Entertainment, Check-in process",Agent,4,No,Maybe,Maybe,Yes,5,Yes,Yes,Yes
32,Female,Student,2437,Doctorate,9+,Other,435,Premium Economy,Others,"Others, Entertainment, Customer Service, WiFi","Limited amenities, Baggage loss, Poor customer service",No,1,"Check-in process, Seats",App,3,No,Yes,No,Yes,5,No,Maybe,Yes
37,Prefer not to say,Employed,1378,Doctorate,5-8,Other,492,Premium Economy,Others,WiFi,"Baggage loss, Lack of customization, Poor customer service",No,2,Check-in process,Website,2,No,No,Yes,Yes,15,No,No,Yes
38,Female,Student,1123,Doctorate,9+,Other,213,Economy,Loyalty Program,"Entertainment, WiFi, Legroom, Cleanliness",Poor customer service,No,1,"Boarding experience, Seats, Others",Agent,5,No,Maybe,Yes,No,5,No,No,Yes
26,Male,Employed,665,Doctorate,5-8,Other,490,Business,Loyalty Program,WiFi,"Baggage loss, Delays, Expensive tickets",No,3,"Boarding experience, Entertainment, Seats",App,2,No,Yes,Maybe,No,5,Yes,No,Yes
18,Female,Student,5544,Doctorate,2-4,Other,545,Premium Economy,Brand,Others,"Delays, Lack of customization",Yes,4,"Others, Boarding experience",Agent,2,No,Yes,Yes,Yes,15,Yes,Maybe,Yes
34,Prefer not to say,Retired,2454,Doctorate,2-4,Leisure,391,Premium Economy,Pricing,"Cleanliness, Customer Service, Others, Entertainment","Poor customer service, Limited amenities, Baggage loss",No,4,"Entertainment, Check-in process",App,2,No,Maybe,No,No,10,No,Maybe,Yes
21,Female,Employed,4114,Other,5-8,Family,206,Premium Economy,Service,"Cleanliness, WiFi, Entertainment","Poor customer service, Lack of customization, Limited amenities",No,4,Boarding experience,App,1,No,Yes,Yes,Yes,5,Yes,Yes,Yes
36,Other,Employed,3293,Master’s,5-8,Leisure,253,Economy,Brand,"Others, Customer Service",Expensive tickets,No,1,"Others, Boarding experience, Meals",Agent,5,No,Yes,Yes,Yes,10,No,Maybe,Yes
45,Male,Unemployed,3708,Doctorate,9+,Family,643,Economy,Pricing,"Food, Customer Service, Legroom",Limited amenities,No,5,"Others, Boarding experience, Meals",Agent,2,No,No,Yes,Yes,10,Yes,Yes,Yes
50,Female,Retired,500,High school,9+,Business,208,First Class,Brand,"Food, Others, Customer Service","Delays, Expensive tickets",No,2,Meals,Website,5,Yes,Maybe,No,No,0,No,Maybe,No
40,Male,Self-employed,1911,Other,2-4,Leisure,184,Economy,Others,"Legroom, Customer Service","Poor customer service, Delays, Expensive tickets",Yes,2,"Entertainment, Others, Boarding experience",Website,2,No,Maybe,Maybe,Yes,5,Yes,Maybe,No
40,Prefer not to say,Employed,1615,Other,2-4,Business,197,Business,Loyalty Program,Legroom,"Lack of customization, Expensive tickets",Yes,5,"Boarding experience, Others",Website,4,Yes,No,Maybe,Yes,5,No,Maybe,Yes
25,Male,Employed,6948,Other,0-1,Business,414,Premium Economy,Service,"Others, WiFi, Food, Legroom","Delays, Baggage loss, Limited amenities",No,3,Seats,App,1,Yes,No,Yes,Yes,5,Yes,No,Yes
36,Prefer not to say,Unemployed,2136,Doctorate,9+,Other,418,Business,Pricing,"Cleanliness, WiFi, Customer Service, Others","Limited amenities, Lack of customization, Delays",Yes,1,"Boarding experience, Seats",Website,3,Yes,No,No,No,10,No,No,Yes
46,Prefer not to say,Employed,1945,Other,2-4,Leisure,426,First Class,Others,"Cleanliness, Food, Entertainment","Limited amenities, Expensive tickets, Delays",Yes,1,Seats,Agent,5,No,Maybe,Yes,Yes,5,No,Yes,Yes
31,Other,Employed,2059,Doctorate,2-4,Leisure,671,Premium Economy,Service,"Food, WiFi, Others","Lack of customization, Delays, Poor customer service",Yes,3,"Seats, Entertainment, Others",App,5,No,No,Yes,Yes,15,Yes,No,Yes
41,Male,Employed,4458,Master’s,9+,Other,135,Business,Others,"Cleanliness, Customer Service, Food","Lack of customization, Expensive tickets, Limited amenities",No,2,Entertainment,App,2,No,No,Maybe,Yes,0,No,No,No
46,Prefer not to say,Self-employed,2888,Master’s,9+,Business,493,Premium Economy,Others,Others,"Baggage loss, Lack of customization",Yes,3,"Others, Seats, Boarding experience",App,5,Yes,Maybe,Yes,Yes,10,Yes,Maybe,Yes
38,Other,Retired,3915,Other,9+,Leisure,592,Business,Loyalty Program,"Others, Customer Service","Expensive tickets, Baggage loss, Poor customer service",Yes,4,"Boarding experience, Seats",Agent,2,Yes,Maybe,Yes,Yes,15,Yes,Yes,Yes
45,Female,Unemployed,2894,Master’s,0-1,Leisure,150,First Class,Service,Entertainment,"Baggage loss, Delays",Yes,5,"Check-in process, Others",Website,1,Yes,Maybe,Yes,No,20,No,Maybe,Yes
39,Female,Unemployed,3311,Doctorate,5-8,Business,522,Business,Loyalty Program,"Customer Service, Legroom","Expensive tickets, Poor customer service",No,5,Boarding experience,App,4,Yes,Yes,Yes,Yes,0,No,Yes,Yes
36,Female,Employed,1378,Bachelor’s,5-8,Business,557,Premium Economy,Loyalty Program,"Cleanliness, WiFi, Legroom","Poor customer service, Limited amenities, Baggage loss",Yes,4,Meals,App,2,Yes,Yes,No,Yes,20,Yes,Yes,Yes
34,Other,Employed,4022,Other,9+,Business,330,Business,Pricing,"Legroom, Customer Service","Poor customer service, Baggage loss",Yes,4,"Meals, Boarding experience, Others",Agent,5,No,Yes,No,No,15,No,Maybe,Yes
43,Female,Unemployed,3144,Doctorate,2-4,Business,330,Economy,Service,"Others, Food, Customer Service, WiFi",Poor customer service,Yes,5,"Seats, Others, Check-in process",Agent,2,Yes,Maybe,No,No,0,No,Yes,No
37,Female,Unemployed,2281,Doctorate,5-8,Business,360,First Class,Service,"Legroom, Food, WiFi","Lack of customization, Limited amenities",No,3,Seats,Agent,1,Yes,Maybe,Yes,Yes,5,No,No,Yes
36,Other,Student,5170,Bachelor’s,9+,Family,429,Business,Others,"Customer Service, Entertainment, Others, Cleanliness","Poor customer service, Baggage loss, Limited amenities",No,2,"Boarding experience, Others",Website,3,No,Maybe,Yes,Yes,10,No,Maybe,Yes
37,Female,Student,4334,Bachelor’s,9+,Leisure,507,Economy,Service,"Others, Entertainment, Customer Service, WiFi",Poor customer service,Yes,1,Check-in process,Agent,4,Yes,Yes,Yes,Yes,15,No,Yes,Yes
35,Male,Unemployed,2224,Doctorate,5-8,Business,611,Premium Economy,Loyalty Program,"WiFi, Food, Customer Service, Entertainment",Delays,Yes,5,Others,App,3,Yes,Maybe,Yes,Yes,10,Yes,No,Yes
30,Prefer not to say,Self-employed,5180,Doctorate,9+,Leisure,269,Economy,Pricing,Customer Service,"Limited amenities, Lack of customization",No,3,"Meals, Boarding experience",App,4,No,Maybe,Yes,Yes,0,Yes,No,Yes
42,Male,Retired,983,High school,5-8,Family,262,Economy,Others,"Customer Service, Others, Entertainment","Poor customer service, Limited amenities, Lack of customization",Yes,3,"Others, Check-in process",Agent,1,No,Yes,Yes,No,5,Yes,Maybe,Yes
34,Female,Self-employed,3351,Doctorate,5-8,Business,239,Business,Service,"WiFi, Legroom, Entertainment",Lack of customization,Yes,4,"Entertainment, Meals",Agent,3,Yes,Maybe,No,Yes,20,No,Maybe,Yes
41,Female,Employed,4476,Master’s,2-4,Leisure,367,Premium Economy,Service,"Food, WiFi, Cleanliness",Limited amenities,No,5,Boarding experience,App,4,No,Maybe,Yes,Yes,5,No,No,Yes
23,Female,Retired,9150,Bachelor’s,2-4,Business,575,First Class,Loyalty Program,Customer Service,"Poor customer service, Baggage loss",No,1,"Boarding experience, Check-in process, Entertainment",Agent,1,Yes,Maybe,Yes,Yes,10,Yes,No,Yes
51,Other,Retired,2043,Master’s,2-4,Family,320,Premium Economy,Brand,"Customer Service, Entertainment, Cleanliness, Food","Poor customer service, Baggage loss",No,3,"Check-in process, Entertainment",Website,2,Yes,Maybe,No,Yes,0,No,Yes,No
28,Prefer not to say,Employed,4783,Bachelor’s,2-4,Other,343,Economy,Service,"Legroom, Food, Customer Service, Entertainment","Expensive tickets, Limited amenities",Yes,4,Others,App,1,Yes,No,Yes,Yes,15,Yes,No,Yes
23,Other,Self-employed,1751,Master’s,5-8,Family,470,Business,Pricing,"WiFi, Entertainment, Customer Service, Food","Lack of customization, Limited amenities, Baggage loss",No,3,"Others, Boarding experience",Website,4,Yes,No,No,No,5,Yes,Yes,No
37,Prefer not to say,Retired,726,Other,9+,Business,273,Economy,Service,"Food, Entertainment, Cleanliness","Expensive tickets, Limited amenities, Poor customer service",No,4,"Others, Boarding experience",Agent,4,No,Yes,Yes,Yes,15,Yes,Maybe,Yes
36,Female,Self-employed,2080,High school,2-4,Leisure,341,First Class,Pricing,WiFi,"Lack of customization, Delays",Yes,4,"Seats, Others, Entertainment",Agent,2,Yes,Maybe,Maybe,No,20,No,Yes,Yes
37,Other,Unemployed,3501,Bachelor’s,2-4,Leisure,272,Economy,Pricing,"Others, Entertainment, Legroom","Lack of customization, Expensive tickets",No,2,"Boarding experience, Meals, Check-in process",Agent,5,No,Maybe,No,No,5,No,No,Yes
36,Male,Unemployed,931,Master’s,5-8,Other,290,Business,Service,"WiFi, Others, Customer Service",Expensive tickets,No,4,"Seats, Check-in process, Boarding experience",Website,1,No,No,Yes,Yes,5,No,Yes,Yes
29,Prefer not to say,Retired,3335,Doctorate,9+,Leisure,100,Premium Economy,Loyalty Program,"Food, Entertainment, WiFi, Legroom","Baggage loss, Lack of customization, Expensive tickets",No,5,"Check-in process, Meals",App,2,Yes,No,Yes,Yes,10,No,Maybe,Yes
26,Prefer not to say,Self-employed,2265,Other,9+,Leisure,556,Business,Pricing,"WiFi, Customer Service",Baggage loss,Yes,3,"Meals, Check-in process",Agent,1,Yes,Yes,Yes,No,10,Yes,No,Yes
40,Prefer not to say,Self-employed,2461,Doctorate,5-8,Other,539,Economy,Brand,Others,Delays,No,4,Boarding experience,Website,2,Yes,No,Maybe,Yes,15,Yes,Maybe,Yes
39,Prefer not to say,Unemployed,4230,Bachelor’s,0-1,Leisure,476,First Class,Pricing,"Legroom, Others","Expensive tickets, Limited amenities, Baggage loss",Yes,5,"Seats, Entertainment, Check-in process",Agent,3,Yes,No,Maybe,Yes,10,Yes,Yes,No
48,Other,Student,3973,Bachelor’s,5-8,Business,344,First Class,Service,WiFi,"Limited amenities, Poor customer service, Baggage loss",No,1,Meals,Website,1,No,Maybe,Yes,Yes,10,No,Maybe,Yes
26,Female,Retired,3553,High school,2-4,Other,340,Premium Economy,Brand,"Others, Legroom, Food",Limited amenities,No,3,"Meals, Entertainment, Seats",Website,4,No,Maybe,No,Yes,10,Yes,Maybe,No
36,Other,Unemployed,3069,Master’s,2-4,Business,512,Premium Economy,Loyalty Program,"Others, Entertainment, Customer Service","Poor customer service, Delays",No,2,Boarding experience,Website,5,Yes,No,No,No,10,Yes,Maybe,No
21,Female,Retired,2538,Master’s,5-8,Other,432,Business,Pricing,Customer Service,"Delays, Limited amenities, Baggage loss",Yes,1,Seats,Website,2,Yes,Yes,Yes,No,10,No,Maybe,Yes
34,Other,Student,3418,Master’s,2-4,Business,426,Economy,Service,"Others, WiFi, Legroom, Cleanliness","Lack of customization, Poor customer service",No,1,"Entertainment, Boarding experience, Seats",Agent,1,No,Yes,Maybe,Yes,0,Yes,Maybe,Yes
39,Prefer not to say,Employed,4610,Bachelor’s,2-4,Leisure,246,First Class,Pricing,"Cleanliness, Legroom, Others",Baggage loss,Yes,5,"Boarding experience, Entertainment",Agent,2,No,No,Maybe,No,10,No,No,No
46,Other,Retired,715,Bachelor’s,2-4,Other,455,Business,Brand,"Legroom, Others, WiFi, Customer Service","Lack of customization, Delays",Yes,3,Entertainment,App,2,No,Yes,No,No,0,Yes,Yes,Yes
29,Prefer not to say,Self-employed,5348,Bachelor’s,2-4,Family,390,Business,Others,"Food, Entertainment","Delays, Lack of customization",No,5,Others,App,3,No,Yes,Yes,Yes,5,Yes,Maybe,Yes
20,Other,Student,500,Other,9+,Business,497,Economy,Brand,"Others, Legroom, Cleanliness",Baggage loss,Yes,4,Entertainment,Agent,1,No,Maybe,Yes,No,5,Yes,Yes,Yes
44,Male,Unemployed,3365,Doctorate,0-1,Leisure,315,First Class,Brand,"Food, Others, Entertainment, WiFi","Lack of customization, Delays",No,3,Check-in process,Agent,4,Yes,Yes,Yes,Yes,5,Yes,No,Yes
41,Prefer not to say,Retired,2851,Bachelor’s,2-4,Leisure,215,Economy,Brand,"Entertainment, Cleanliness, Customer Service, WiFi",Limited amenities,No,4,"Entertainment, Meals",Website,3,Yes,No,Yes,No,5,No,Maybe,Yes
51,Female,Unemployed,2931,High school,2-4,Leisure,436,Business,Service,WiFi,"Delays, Baggage loss, Lack of customization",No,1,"Others, Seats",Website,4,No,Yes,Yes,Yes,5,Yes,Maybe,Yes
22,Other,Retired,5165,Doctorate,2-4,Business,475,First Class,Others,Entertainment,Delays,No,2,"Boarding experience, Entertainment, Seats",Website,1,Yes,No,No,No,0,Yes,Yes,No
34,Prefer not to say,Employed,3514,Doctorate,0-1,Family,468,First Class,Others,Food,Lack of customization,No,5,"Seats, Others, Meals",Agent,3,No,No,Yes,Yes,15,Yes,Yes,Yes
41,Other,Self-employed,4993,Master’s,5-8,Leisure,587,Business,Pricing,"Legroom, WiFi, Customer Service","Baggage loss, Limited amenities",No,4,"Meals, Seats, Check-in process",Agent,5,Yes,No,Yes,Yes,5,Yes,No,Yes
39,Other,Retired,1985,Master’s,9+,Leisure,670,Premium Economy,Service,"Others, Food","Limited amenities, Lack of customization",Yes,4,Others,Agent,2,No,Yes,Yes,Yes,5,Yes,No,Yes
36,Female,Student,1978,Master’s,9+,Other,304,Business,Loyalty Program,"Food, Others, WiFi",Baggage loss,Yes,5,"Entertainment, Boarding experience, Meals",Agent,2,Yes,Maybe,Yes,Yes,5,No,Yes,Yes
44,Prefer not to say,Self-employed,2321,Bachelor’s,9+,Other,100,First Class,Service,"Food, Others",Poor customer service,Yes,3,"Meals, Others",App,1,Yes,No,Maybe,No,5,No,No,Yes
42,Prefer not to say,Unemployed,3638,High school,9+,Family,396,First Class,Others,Customer Service,Poor customer service,No,1,Boarding experience,Agent,4,Yes,Maybe,Yes,Yes,0,Yes,Yes,Yes
29,Other,Unemployed,2994,Doctorate,5-8,Family,226,First Class,Service,"Entertainment, Customer Service, WiFi, Food","Limited amenities, Poor customer service",Yes,5,Meals,Agent,5,Yes,No,Yes,No,10,Yes,Yes,Yes
32,Prefer not to say,Retired,3040,Bachelor’s,9+,Business,268,Business,Brand,"Cleanliness, Others",Delays,Yes,4,"Entertainment, Seats, Check-in process",Agent,5,Yes,No,Yes,Yes,5,Yes,Yes,Yes
